40704624,0,0,0,0,
40724928,0,51,113,90,
40749472,0,0,42,7,
40770836,0,0,0,5,
40791128,0,59,114,85,
40815672,0,0,46,10,
40838080,0,0,0,0,
40858376,0,51,105,106,
40883972,0,0,0,12,
40905328,0,0,0,12,
40926692,0,46,100,104,
40952284,0,0,0,4,
40972592,0,0,0,58,
40993952,0,55,111,116,
41019536,0,0,0,11,
41040908,0,30,67,114,
41065452,0,29,117,65,
41089984,0,0,16,69,
41112392,0,59,115,109,
41137976,0,0,0,15,
41159340,0,44,100,111,
41184932,0,0,0,44,
41206292,0,0,11,76,
41228704,0,59,114,93,
41253248,0,0,0,20,
41274608,0,43,89,74,
41298076,0,0,90,97,
41320476,0,0,0,18,
41341828,0,67,85,100,
41366376,0,0,0,17,
41387732,0,0,0,0,
41408040,0,62,123,86,
41432584,0,0,0,6,
41452888,0,0,0,0,
41473184,0,0,68,68,
41495592,0,52,116,102,
41521180,0,0,0,0,
41541484,0,54,99,69,
41564964,0,23,77,64,
41588440,0,0,0,3,
41608732,0,53,114,87,
41633280,0,0,0,0,
41653584,0,0,0,0,
41673876,0,63,106,81,
41698408,0,43,62,37,
41721880,0,0,0,45,
41743232,0,38,109,101,
41768832,0,0,0,1,
41789132,0,0,51,45,
41811548,0,48,120,100,
41837144,0,0,0,0,
41857448,0,75,96,85,
41880928,0,0,79,39,
41903340,0,0,0,0,
41923644,0,47,101,96,
41948184,0,0,61,52,
41970592,0,0,0,0,
41990892,0,57,106,92,
42015428,0,0,6,4,
42035716,0,0,2,0,
42056024,0,35,0,57,
42078440,0,38,122,107,
42104036,0,0,4,11,
42125392,0,37,97,94,
42148860,0,0,0,19,
42170232,0,0,0,2,
42190536,0,64,105,85,
42215064,0,0,17,56,
42237480,0,0,0,1,
42257784,0,31,102,90,
42282316,0,0,0,3,
42302624,0,0,0,2,
42322928,0,27,41,17,
42346392,0,49,87,82,
42369860,0,0,0,9,
42390168,0,49,70,82,
42413640,0,0,31,52,
42436056,0,0,0,0,
42456364,0,36,96,47,
42479824,0,40,105,66,
42504356,0,0,0,0,
42524664,0,36,103,85,
42549192,0,0,0,4,
42569488,0,0,0,0,
42589792,0,29,112,99,
42614336,0,0,36,50,
42636748,0,0,0,18,
42658104,0,43,103,100,
42683688,0,0,0,20,
42705040,0,3,21,13,
42727452,0,58,96,123,
42751996,0,0,0,17,
42773356,0,2,119,118,
42797884,0,0,40,46,
42820296,0,0,0,0,
42840588,0,62,91,83,
42864068,0,0,58,38,
42886476,0,0,0,0,
42906772,0,69,113,99,
42931316,0,0,0,58,
42952672,0,0,0,1,
42972968,0,27,100,99,
42997496,0,0,40,70,
43019900,0,0,0,47,
43041272,0,42,107,95,
43065816,0,0,0,46,
43087172,0,0,0,26,
43108532,0,47,109,86,
43133076,0,0,0,19,
43154448,0,0,0,43,
43175808,0,28,82,107,
43200352,0,0,0,18,
43221708,0,0,1,68,
43243068,0,53,102,128,
43268664,0,0,0,17,
43290024,0,61,77,92,
43313504,0,9,97,109,
43336980,0,0,0,17,
43358336,0,32,115,101,
43383920,0,0,0,24,
43405284,0,1,76,75,
43427696,0,60,127,122,
43453288,0,0,0,33,
43474636,0,58,78,111,
43499184,0,0,0,40,
43520556,0,0,0,27,
43541924,0,19,117,107,
43567524,0,0,0,12,
43588884,0,48,0,73,
43611308,0,45,0,112,
43634772,0,0,0,22,
43656132,0,55,100,107,
43681716,0,0,4,8,
43702008,0,0,0,12,
43723368,0,50,117,108,
43748964,0,0,0,10,
43770336,0,0,0,9,
43790640,0,67,111,95,
43815172,0,0,12,14,
43837584,0,0,0,46,
43858956,0,62,60,120,
43883504,0,0,0,11,
43904856,0,0,41,41,
43927256,0,43,119,103,
43952840,0,0,0,4,
43973136,0,58,108,105,
43998732,0,0,0,7,
44019036,0,0,0,0,
44039344,0,59,118,83,
44063872,0,0,2,22,
44085236,0,0,0,1,
44105540,0,46,105,74,
44130084,0,0,39,69,
44152496,0,0,0,8,
44172800,0,34,89,109,
44197348,0,0,0,6,
44217652,0,0,0,5,
44237960,0,0,0,31,
44259320,0,27,112,116,
44284912,0,0,0,9,
44305208,0,0,77,89,
44327620,0,43,121,86,
44352164,0,0,0,12,
44373524,0,46,113,100,
44399116,0,0,0,15,
44420480,0,0,0,46,
44441836,0,56,67,120,
44466380,0,0,0,34,
44487740,0,0,0,33,
44509100,0,45,89,121,
44533644,0,0,0,15,
44555016,0,0,116,97,
44578492,0,50,90,87,
44601960,0,0,0,14,
44623320,0,40,105,94,
44647860,0,0,0,8,
44668168,0,0,0,2,
44688460,0,26,97,68,
44711952,0,0,91,86,
44734364,0,0,0,4,
44754672,0,0,0,62,
44776028,0,54,107,110,
44801624,0,0,0,3,
44821928,0,66,105,69,
44846460,0,0,82,46,
44868872,0,0,18,0,
44890236,0,63,113,93,
44914780,0,0,0,0,
44935080,0,0,0,0,
44955376,0,65,115,88,
44979908,0,0,38,13,
45002320,0,0,0,5,
45022624,0,61,120,96,
45047172,0,0,0,2,
45067460,0,0,0,3,
45087764,0,0,94,48,
45110180,0,38,123,103,
45135776,0,0,0,0,
45156072,0,42,102,83,
45180600,0,0,0,32,
45201960,0,0,0,8,0,19,51,80,
45735716,0,0,0,61,
45757072,0,61,98,111,
45781616,0,0,0,11,
45802976,0,0,0,41,
45824332,0,54,80,109,
45848880,0,0,0,22,
45870236,0,0,84,50,
45892652,0,38,124,115,
45918248,0,0,18,6,
45939604,0,64,93,108,
45964152,0,0,0,15,
45985508,0,0,0,12,
46006868,0,53,101,89,
46031412,0,0,0,16,
46052788,0,0,50,52,
46075196,0,55,118,103,
46100792,0,0,0,14,
46122152,0,21,106,114,
46147736,0,0,0,8,
46168032,0,0,0,0,
46188336,0,46,109,84,
46212868,0,0,0,40,
46234224,0,0,0,0,
46254528,0,68,108,100,
46280128,0,0,0,11,
46301488,0,0,0,0,
46321780,0,16,99,97,
46345256,0,0,103,58,
46368720,0,0,32,11,
46391120,0,18,125,103,
46416704,0,0,0,4,
46437000,0,30,82,19,
46460476,0,47,64,76,
46483956,0,0,0,8,
46504260,0,45,104,76,
46528792,0,0,21,36,
46551204,0,0,8,0,
46571512,0,33,110,90,
46596040,0,0,0,5,
46616332,0,0,0,2,
46636640,0,0,89,21,
46659052,0,32,130,87,
